framework,workload,target_parameter,target_value,row_multiplicity,methods,representative_run_id,deepest_milestone,normalized_signature
pytorch-cuda,chatglm3-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-1c4ea803f9f065d3,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,chatglm3-train,model.num_attention_heads,11,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-afa6ef30998f0d48,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_attention_heads,13,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-feaa3e1cd62a939e,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_attention_heads,15,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-965d221b5d04ab7c,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_attention_heads,17,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-6274abbc39ae7085,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_attention_heads,5,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-953c9015a039b27b,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_attention_heads,7,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-60eb44de64c801ff,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_attention_heads,9,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-b85a476d2fe91bb1,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-d00dd57fcbca5ad6,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,chatglm3-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-151aac303189c6b4,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,chatglm3-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-7f8690049d776701,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,chatglm3-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-c782ae740753545f,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,chatglm3-train,model.num_query_groups,10,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-8c438c59da1ddc71,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-0ec52a90855ed338,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-372dda9a353676d3,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_query_groups,5,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-8511fc62440d8137,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_query_groups,6,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-655912759d17e988,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_query_groups,7,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-f9b75728f5f55fa1,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.num_query_groups,9,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-540c11e3fd1edb62,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,chatglm3-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-f35246c9ce073df3,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
pytorch-cuda,chatglm3-train,model.vocab_size,1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-c060ea78356b6364,process_group_initialization,"RuntimeError: random_ expects 'from' to be less than 'to', but got from=<N> >= to=<N>"
pytorch-cuda,chatglm3-train,training.micro_batch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-462d4f34674ef8e4,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,chatglm3-train,training.micro_batch_size,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-b0dba3d9f1512d4c,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,chatglm3-train,training.micro_batch_size,-3,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-ac451cc5c45d9bc5,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,chatglm3-train,training.micro_batch_size,-7,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-2d93083e3a606372,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,chatglm3-train,training.micro_batch_size,0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-cf9dbcf845737e4c,process_group_initialization,"RuntimeError: cannot reshape tensor of <N> elements into shape [<N>, <N>, -<N>, <N>] because the unspecified dimension size -<N> can be any value and is ambiguous"
pytorch-cuda,cogvideox-train,video.frames,-3,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-30e6a6b1c9667b8f,process_group_initialization,RuntimeError: upper bound and lower bound inconsistent with step sign
pytorch-cuda,cogvideox-train,video.in_channels,-4,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-a57a9c37b13f9f83,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>, <N>, <N>]"
pytorch-cuda,cogvideox-train,video.out_channels,-4,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-de64ef9be28a1f62,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,cogvideox-train,video.patch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-3e504230659b503c,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, <N>, -<N>, -<N>]"
pytorch-cuda,cogvideox-train,video.patch_size,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-f470e96c216720d6,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, <N>, -<N>, -<N>]"
pytorch-cuda,cogvideox-train,video.patch_size,-6,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-1f3b787424af6d3f,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, <N>, -<N>, -<N>]"
pytorch-cuda,cogvideox-train,video.patch_size,0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-29285e24fe8711ce,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,cogvideox-train,video.temporal_compression_ratio,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-5d6d51d83ad9ae86,process_group_initialization,RuntimeError: upper bound and lower bound inconsistent with step sign
pytorch-cuda,cogvideox-train,video.temporal_compression_ratio,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-7140e45413540a55,process_group_initialization,RuntimeError: upper bound and lower bound inconsistent with step sign
pytorch-cuda,cogvideox-train,video.temporal_compression_ratio,-3,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-9fc7d43cc43c1b87,process_group_initialization,RuntimeError: upper bound and lower bound inconsistent with step sign
pytorch-cuda,deepseekv3-train,mla.qk_rope_head_dim,33,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-9a4cf4758915a63a,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>, <N>]' is invalid for input of size <N>"
pytorch-cuda,deepseekv3-train,mla.qk_rope_head_dim,35,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-bc57a5623e93a8f3,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>, <N>]' is invalid for input of size <N>"
pytorch-cuda,deepseekv3-train,moe.moe_router_num_groups,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-19bbf4aec50277d9,process_group_initialization,RuntimeError: only one dimension can be inferred
pytorch-cuda,deepseekv3-train,moe.moe_router_num_groups,-2,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-889ae86ab73c3576,process_group_initialization,"RuntimeError: invalid shape dimension -<N> at index <N> of shape [-<N>, -<N>, -<N>]"
pytorch-cuda,deepseekv3-train,moe.moe_router_num_groups,10,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-89608509188625d9,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.moe_router_num_groups,3,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-b01f17b37294b0f6,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.moe_router_num_groups,4,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-33b171ab288bcc10,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.moe_router_num_groups,5,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-57ef13d01763fc62,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.moe_router_num_groups,6,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-54154261a8fe41a6,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.moe_router_topk,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-7f7e790fc7211eb8,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.moe_router_topk,10,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-366714d2f20b7299,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.moe_router_topk,5,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-d5faab21d01bda1d,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.moe_router_topk,6,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-738a702f0c921fc4,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,deepseekv3-train,moe.n_shared_experts,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-c748ecba7e8a8877,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,deepseekv3-train,moe.num_experts,-4,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-5a1c76cc751a8112,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>, <N>]"
